fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,good_quality
9.851738885150787,0.2557639681471654,0.5209378566622442,1.9,0.08098788486990356,43.164908759529524,74.3177023889626,0.994672028218371,3.031891390197224,0.6554161911170078,11.715279362943308,1
9.63903177587624,0.5910136182326742,0.39,2.8780635517524793,0.07771104406450502,21.0,58.080181576435656,0.9979916793067303,3.326308624880694,0.7352950066480194,11.385022697054456,1
5.121310470402508,0.5036068588792475,0.15016534143648833,1.9934476479874585,0.044557256448301004,16.63931411207525,102.06552352012541,0.9924639314112075,3.477048376322007,0.8167238239937291,12.750826707182442,1
9.87509273369239,0.2740474307749865,0.4903113408288451,4.900370934769564,0.08165752508827037,8.937731834230977,16.96886591711549,0.9948331505017654,3.19062268165769,0.525292794090367,12.5,1
10.434833317462411,0.29865001428382965,0.5742666920601416,2.5561667777631194,0.07773000285676593,5.3483331746241145,22.69666634924823,0.9991033336507518,3.221683350791347,0.7957333079398584,11.130333365075176,1
7.2,0.36,0.46,2.1,0.074,24.0,44.0,0.99534,3.4,0.85,11.0,1
10.113564175016036,0.33441551502886535,0.3879796900449016,1.7763342752084719,0.07459307474951891,9.135641750160364,27.728716499679273,0.9967308513400128,3.229148659987171,0.8232179124919818,11.376334275208471,1
5.942864149293508,0.38883827853905817,0.2326790093308443,2.258037027992533,0.026196297200746718,26.535801866168857,100.47320990669155,0.9914728494357771,3.3546419813383115,0.6171407552119474,12.267851888029869,1
6.8,0.59,0.06,6.0,0.06,11.0,18.0,0.9962,3.41,0.59,10.8,1
7.874210206281248,0.5254738762312509,0.14565765471093634,2.3371051031406243,0.06666972964132808,33.072372421484395,45.556576547109366,0.9943759333224305,3.434026427801563,0.765973572198437,12.644342345289063,1
8.365688416022195,0.2865688416022195,0.4708036217568927,2.599231961768679,0.09037246335911221,6.131376832044389,12.131376832044388,0.9944084420801109,3.2652550732817756,0.62,12.360586950386683,1
9.874471187816876,0.39079712436557434,0.3918088984771096,2.1223403147208257,0.08320204233503589,6.223403147208258,23.77659685279174,0.9974872355939084,3.1946806294416517,0.8441492131979355,10.821277482233393,1
10.087659320359293,0.43374468932135685,0.5775318640718587,2.915638276696608,0.1045460922322026,11.541843689288104,28.77092184464405,0.9968625531067864,3.2606170339820357,0.7316737475715241,11.585460922322024,1
6.8,0.36,0.32,1.8,0.067,4.0,8.0,0.9928,3.36,0.55,12.8,1
6.295590403622801,0.42106688117741015,0.3463583968300496,2.0955904036228006,0.070761023990943,13.761023990942999,24.477952018114003,0.9941127167936601,3.43805119954715,0.8341535986414498,11.510668811774101,1
9.315062675425972,0.45223152924108856,0.2727196578936548,2.1757321929788493,0.07752440643262831,4.2524406432628306,16.626220321631415,0.9965945188026277,3.263444919592146,0.7509205131595179,10.56262203216314,1
10.004402148283345,0.5068755122317613,0.3655630634549374,2.5212530733905676,0.06941236681974208,28.212530733905673,55.868755122317616,0.9956308804296568,3.232684272939904,0.7703132683476419,12.126248975536477,1
7.7748102128298795,0.5754463348712247,0.025612566155800917,1.8292735615421267,0.08764221202559623,11.967473820508747,18.032526179491253,0.9957001662312845,3.3170726438457874,0.5622768325643877,10.535778797440377,1
9.139576076092156,0.2931660860873725,0.34503890891501954,2.061872822827647,0.06387067367402745,13.0,26.841695695631373,0.9951544593493471,3.267915215218431,0.833667827825255,11.755406506529019,1
5.161665031452074,0.49150049056437783,0.09366895596709668,1.791674842739631,0.04939980377424886,17.849950943562213,104.08325157260369,0.9925849950943563,3.509332025161659,0.7158374213698155,12.468344779835483,1
8.906925418047647,0.32679642307547946,0.4090041856169089,1.8424238963166766,0.07035928461509589,6.0,15.0,0.9956591331805891,3.2572728311049968,0.7237229832780941,11.8,1
7.322283527268825,0.5751627066680974,0.1889023759991415,2.251847764848745,0.053703254133361945,33.44456705453765,50.40761175756275,0.9951036955296975,3.3996194121218624,0.7766850581806476,12.348152235151256,1
10.416732110198465,0.30882691811037605,0.3957501936953338,1.7173081889623947,0.07734616377924788,9.0,28.0,0.9970343859464192,3.2353076724415044,0.8229615086622563,11.153076724415042,1
8.750074316881019,0.4562146994815154,0.3037555737660765,2.706110655848087,0.06562444262339236,10.37555737660765,27.87481420779745,0.9962447696176688,3.3212369945458216,0.6912815846744336,11.262592896101275,1
6.851547770216823,0.7584017517012148,0.045154777021682295,2.6056695861686916,0.07451547770216822,16.68556528722897,33.68556528722897,0.9960848485657542,3.58,0.8271130574457943,11.828347930843458,1
8.419378757032847,0.4769694105100537,0.3326663515610591,2.341816463060322,0.07718795326738603,26.418164630603222,55.56969410510054,0.9953138757514066,3.4210927137866616,0.7254541157650807,12.186061178979893,1
7.799212909949494,0.40028859968518515,0.2938268401888889,2.2200524726700337,0.050205771993703706,34.39842581989899,51.997376366498315,0.99504010494534,3.3201311816750843,0.9197638729848485,12.379947527329966,1
7.906724362606851,0.35373918201121557,0.39151298158654135,2.1491594546741437,0.07776056905101546,6.0,12.0,0.9945076872556651,3.3484870184134583,0.6691594546741437,11.957564907932706,1
12.465161232142218,0.3067895531462433,0.7039477657312164,2.18073731887746,0.0723852536224508,6.0,28.67895531462433,0.9986293701692174,2.89926268112254,0.8341259661565295,9.870629830782649,1
7.550817158851361,0.40368999067003963,0.1521297233491044,1.7581971401914398,0.07669688467466156,8.163942803828798,15.0,0.9949059039850721,3.337459142057432,0.6719662915788323,11.376225738277041,1
7.37310065955649,0.35462013191129804,0.33731006595564905,1.9882953831045684,0.07204107255121392,18.806980213305295,37.7310065955649,0.9938110874684266,3.371930197866947,0.8504107255121393,13.196509893347352,1
7.080976359745125,0.5195118201274377,0.19631731691716553,1.7202440899362812,0.06682196809426531,15.404881798725624,24.0,0.9949476811456054,3.3995118201274375,0.6840488179872563,10.722074764458391,1
5.162072391784714,0.497585521643057,0.15827466287534983,2.1310361958923574,0.04386217175354144,16.0,97.27565649291711,0.9922199900638243,3.4848289567138857,0.8731036195892358,13.106907972615726,1
7.415685448397335,0.38731320894490806,0.33537358211018387,1.8910440298163602,0.07456704477061764,21.910440298163604,55.0,0.9948407471642203,3.4531320894490807,0.7380603731652757,11.591786193806342,1
11.490703568073519,0.5377920974174609,0.7079083028165418,4.379083028165419,0.12337249084496256,5.988379460091899,15.011620539908101,0.9983860553521102,3.011626875587134,0.8279083028165418,11.79070356807352,1
7.18693626535347,0.6324701826380676,0.03477450614138826,2.3782659336616323,0.054970322399576915,6.0,11.072446887794559,0.993245202199015,3.3434797800984897,0.6571021244882177,12.678265933661631,1
8.731742912047354,0.3613994845125348,0.4435496133844011,3.2027351797353747,0.07078498711281338,9.392493556406684,20.0,0.9954531804114763,3.3643002577437326,0.7778498711281338,12.503753221796657,1
10.452006116528288,0.2504012233056575,0.4652006116528288,1.8520061165282877,0.07656018349584863,6.0,22.56018349584863,0.9976,3.2135957184301986,1.0304012233056576,10.852006116528289,1
10.42005547992212,0.4560043151050538,0.5900061644357911,4.999969177821045,0.10360104795408448,6.3999794518806965,14.200041096238607,0.9976720373975771,3.1259940410454017,0.7460043151050537,11.91999383556421,1
10.47083374212907,0.24,0.46708337421290697,2.0125012263872093,0.06862496320838372,6.0,23.12501226387209,0.9977416674842582,3.1791662578709303,0.9349995094451165,10.94166748425814,1
8.269498188612655,0.2952509056936729,0.4311971017802468,2.3135126797114203,0.0850695290392901,5.389963772253085,12.0,0.9942782617740177,3.272200724554938,0.662702535942284,12.522007245549384,1
8.918159116345965,0.3888097917751364,0.4916073438313523,1.925889842529716,0.07561596089275624,7.139877602810795,16.139877602810795,0.9949976695275891,3.2267853123372956,0.7025889842529716,12.290183595783807,1
6.87164237334404,0.2874253318881305,0.27899254944466745,2.1559701977786703,0.0553208940666399,19.0,49.22014901110665,0.995568060904911,3.470447683554128,0.755597019777867,11.582461934430615,1
10.692076234930328,0.35633901205573715,0.5343580707883193,2.5920762349303286,0.07146589653788922,5.039618825348358,15.960381174651642,0.9972039618825348,3.1476228704790983,0.6503961882534836,11.031695060278686,1
8.2,0.30402534736289144,0.3615594442193737,2.5922027789031317,0.059207604208867434,4.0,10.961013894515657,0.9941221931282916,3.315584791582265,0.7288304168354697,12.8,1
8.85802792863273,0.14098603568363496,0.4468520946474548,1.8524650892090875,0.075,10.20986035683635,20.79013964316365,0.9953961823894665,3.3816688518270928,0.7547534910790913,11.889506982158183,1
7.693636012690022,0.39369324762062086,0.3435681028552549,2.1757954984137475,0.06950339549173835,6.0,12.0,0.9947394208361996,3.396431897144745,0.6957954984137472,11.717840514276276,1
7.914671147406139,0.3405334962693142,0.3606668703366427,1.9066687033664267,0.06550682145584844,5.0133374067328536,10.0,0.9942146742024558,3.2681327630574004,0.5405334962693141,11.209336184712997,1
6.770994651481815,0.5785750445709849,0.029974688003105925,2.042748662870454,0.06242748662870454,36.57251337129546,51.86003565678789,0.9938012730834476,3.3656745097191667,0.7571500891419698,11.756745097191665,1
9.150555923274322,0.2653224354991067,0.4650333553964593,3.203113170336203,0.07349666446035406,10.0,20.498888153451357,0.9964119790868565,3.374922170741595,0.7750333553964593,12.050333553964593,1
5.285446720295436,0.7395389335795297,0.049452458745449526,1.3909221328409405,0.045236311468636235,13.381844265681881,90.32709014022683,0.9924916426237637,3.566181557343181,0.8843659839113692,12.961815573431812,1
10.64049299410882,0.3976056047129434,0.5627288532401485,2.540492994108821,0.08100879608986816,5.297535029455896,15.702464970544105,0.9972297535029455,3.1321478982326463,0.652975350294559,11.238028023564716,1
8.23122710367121,0.34963161848617774,0.3423859473394766,2.81649184311832,0.07107367630276445,10.119297366973829,30.11929736697383,0.995273700880139,3.307982434174346,0.6970700128901582,11.691754078440841,1
7.0341979659671425,0.4001954169483837,0.32332208812252244,3.5936489491775307,0.0615373966080551,9.029312542257552,29.0,0.9941877492066705,3.2796091661032323,0.49254042032898776,11.303908338967673,1
6.895876784946395,0.32652922616487984,0.4040892560931609,2.432646130824399,0.06197938392473198,23.020616075268023,34.97938392473198,0.9949575260709678,3.3095876784946396,0.7902061607526802,11.763230654121996,1
7.544686506984587,0.32141693147077693,0.32070846573538847,1.8964576713230576,0.06873025136400125,18.0,36.070846573538844,0.994216347877569,3.331771164338471,0.8896457671323058,12.490736779784836,1
11.429706800684134,0.5233053651624817,0.6941840301539299,4.2418403015393,0.119255209046179,5.912133500855167,15.087866499144834,0.9982945602010261,3.0223013098802767,0.8141840301539299,11.729706800684134,1
10.56493730687908,0.3179247682548983,0.5174059603186228,2.1246865343954093,0.08349373068790819,6.0,20.701253862418362,0.9970545266222157,3.1645438851846426,0.8357068872990296,10.994811920637245,1
9.363476580329497,0.40734375129669065,0.478007813472518,4.523632849779856,0.07193359378241726,9.966796891208633,20.0,0.9971990625492743,3.3413281243516546,0.7893359378241727,12.216601554395682,1
5.3764264508534945,0.8023899236806663,0.07371372022759834,1.2471470982930124,0.04584284300568996,13.392892485775103,92.6071075142249,0.9923347798473613,3.5786436346870523,0.8405705803413975,13.047147098293012,1
9.054154224783034,0.3736615603821756,0.42,2.180923017139521,0.0703969232762016,8.206153447596808,20.0,0.9948156925866822,3.284738413711617,0.7779384655240319,12.064922758077445,1
7.786728424595694,0.58,0.0186728424595694,1.973456849191388,0.0749907363106459,9.39814726212918,18.0,0.9966513583554718,3.3546913698382776,0.5686728424595694,9.63271575404306,1
12.345967321390754,0.35107867634354023,0.6945967321390754,2.8270163393046235,0.09386491830347689,10.702622544784674,29.135081696523116,0.9995135081696523,3.188649183034769,0.6905442812433819,10.8,1
10.558963055552923,0.2817374521603914,0.5244732484568633,2.365802546294101,0.08610535030862734,45.72642037035281,75.8632101851764,0.996276944325609,3.079371209876075,0.6703695540121555,11.458411466050993,1
9.560997388485442,0.34601173398218166,0.38199413300890916,1.6994133008909171,0.061190612814254676,30.601173398218165,47.19941330089092,0.9964648683146814,3.271964798053455,0.831964798053455,10.95894394160365,1
11.099323900898355,0.4000225366367215,0.639909853453114,3.7396544382369368,0.06980285464065139,8.00075122122405,37.39954926726557,0.9996794591207186,3.2520240390791697,0.6040030048848962,12.299474145143165,1
9.183741291129534,0.29669930329036276,0.36182169062922326,2.0751223873388605,0.06484230840484977,13.0,26.665034835481862,0.995148276219242,3.276748258225907,0.8266013934192744,11.817237807581348,1
8.99411105630096,0.41045678403344005,0.322091356806688,5.254926126896478,0.0877319748823408,10.0,46.7908643193312,0.9990518987934461,3.365360502353184,0.752223467143152,10.41634572773248,1
7.563569750456363,0.3490929074863091,0.4345501174680546,2.2454279001825452,0.074,25.817848752281815,45.454279001825455,0.9953181858149727,3.3709144199634906,0.8609070925136909,11.508997650638909,1
7.446762136756549,0.48248941709198734,0.13621543761063248,2.064171846161789,0.09622876700864408,8.706475726486902,15.587048547026198,0.9957798829162585,3.344129514529738,0.6387048547026197,11.0,1
12.8,0.3,0.74,2.6,0.095,9.0,28.0,0.9994,3.2,0.77,10.8,1
11.523454695492427,0.3276545304507572,0.5614817956761359,3.039204076586163,0.08055348572370583,35.19136326126893,67.57408978380678,1.0001234546954925,3.3104318369365533,0.9155348572370583,10.876545304507573,1
8.398745438937798,0.3072759797112061,0.4946774155286325,3.8155913850954417,0.09010394256730295,11.0,24.0,0.9951083690706191,3.2710394256730293,0.6581899492780153,12.094802871634853,1
8.3,0.28,0.48,2.1,0.093,6.0,12.0,0.99408,3.26,0.62,12.4,1
7.9508726233411,0.3905570026086518,0.3403490493364399,2.1872818441647253,0.08107148129748758,6.0,11.709060519450917,0.9938181544675058,3.2861845532494174,0.6316375792219634,12.487281844164725,1
6.651612350501566,0.5251612350501565,0.0916127788628523,2.30967838662226,0.06935484561873044,13.258061752507828,25.741938247492172,0.9937812881669561,3.4051612350501563,0.7148387649498434,12.248389791304866,1
7.7714086932132425,0.58,0.01714086932132428,1.9428173864264855,0.07728869601801358,9.857739203602716,18.0,0.9964797773639883,3.348563477285297,0.5671408693213242,9.785913067867572,1
10.122419316297709,0.38,0.4500864041534896,2.1594815750790626,0.10380172808306978,6.0,10.0,0.9965210368498418,3.1219827191693024,0.6361209658148854,11.81982719169302,1
6.841285250305648,0.4715594441625862,0.18110103465770508,2.198164942237158,0.10031188883251724,22.62384865220036,35.32109961491439,0.9951933945019255,3.4055044634168667,0.7744955365831332,11.3,1
8.737007170135113,0.2692587443126744,0.3677762329380232,2.5370349772506975,0.07688867261132323,16.0,47.0,0.9964325651974343,3.3481510318490235,0.8244419727008371,11.17037757962256,1
9.83590812289226,0.2804149300300078,0.49080114846384676,4.7436324915690395,0.08111873668976857,8.83977030723065,16.919885153615326,0.9948223747337953,3.1916022969276936,0.5336195238853948,12.5,1
7.926523305757371,0.31996967069699955,0.35792666242421106,2.3789633312121055,0.05568141703788153,3.8948166560605277,10.105183343939473,0.9935831403356666,3.3699696706969995,0.6926371659242369,12.8,1
8.697536366076582,0.35071668614616375,0.3364277712846121,2.5048152476925276,0.06866629326615231,9.0,28.452407623846263,0.9955618364829536,3.2580963049538507,0.6761814078922703,11.245240762384626,1
7.263459553992498,0.5573080892015003,0.008172977699624938,1.854810669011252,0.09263459553992498,9.0,14.817297769962494,0.9950924974201902,3.3627891561026253,0.5745189330988748,11.091351115018753,1
10.00708645606647,0.283814537238536,0.47,1.71662279916281,0.060523182845183,7.6430451464450995,24.0,0.9973344705418405,3.188337720083719,0.856185462761464,10.61662279916281,1
7.4069266914410425,0.32930733085589575,0.3335642230480348,2.5,0.07041560148646256,22.782111524017374,36.28715539039305,0.9946154674201223,3.3036651003755484,0.7058439851353745,12.24256892192139,1
8.042079201719165,0.3257920798280834,0.3789438935625555,2.042079201719166,0.0616848186265528,5.473597339063887,10.0,0.9947441088867047,3.2889438935625557,0.6063036274689442,11.2,1
7.714728382595735,0.3897384282632998,0.34831388608404024,2.1731589521755335,0.07032072482558471,6.0,12.0,0.9947164828839271,3.3916861139159598,0.6931589521755331,11.741569430420201,1
10.408162998203059,0.24,0.4567348007187764,1.8,0.07516325996406117,6.0,21.081629982030588,0.9976,3.2467348007187766,1.0224488994609178,10.8,1
6.7,0.28,0.28,2.4,0.012,36.0,100.0,0.99064,3.26,0.39,11.7,1
5.1,0.5442279663883258,0.0,1.7247103234010146,0.044,14.988412936040586,86.4942064680203,0.9923755995396091,3.5896523880812174,0.8881083208578692,13.072972263807102,1
10.531908936022637,0.4844728511818899,0.6224500851875493,2.4319089360226376,0.10109684683581203,5.840455319886812,15.15954468011319,0.9972840455319887,3.099572680806791,0.6584045531988681,11.67236425590945,1
7.789707413095044,0.28051462934524773,0.3271783566592202,2.4358917832961007,0.07133318636569862,16.384649300223394,47.384649300223394,0.995396362322351,3.4410292586904956,0.7748713426636881,11.646184370201055,1
8.584978183565457,0.30657641962074134,0.49657641962074134,3.449257620227129,0.08649257620227128,11.438427974716088,24.219213987358046,0.9950041135386094,3.289729258862224,0.6663056784829653,12.165764196207412,1
11.932422716293567,0.3880692204655305,0.6527595767457395,2.980692204655305,0.09266211358146784,11.975865255819132,30.02413474418087,0.999516735132576,3.1836202116271304,0.6355509911615997,10.828961693017042,1
8.995725049874672,0.3562569839463227,0.4397862524937336,3.858829258103565,0.07985037674561352,3.3368957917711066,10.0,0.9954365849092878,3.2902137475062663,0.6602137475062664,12.402137475062665,1
8.091388665101919,0.31089410421556507,0.4563906124119829,2.6453646252933902,0.09853646252933902,7.635764168622601,17.1821179156887,0.9971160279344287,3.306324670960469,0.8437412704910447,11.1821179156887,1
8.321884476427172,0.37261808957145126,0.3647638208570975,1.8420602985715042,0.06672964777144066,21.420602985715043,55.0,0.9948995276417142,3.3061808957145127,0.7821457312856462,11.273391940714777,1
9.031741555100176,0.3275421446949036,0.3914326004098423,2.237710723474518,0.05924578553050964,13.0,27.0,0.9951053932440802,3.280477533469947,0.8604775334699474,12.28019678164851,1
11.202525996965605,0.4683209490138217,0.47519847119015474,2.6028868536749776,0.10259201846088992,6.501804283546861,21.49819571645314,0.998402886853675,3.1899278286581256,0.9446211004551592,11.502525996965606,1
12.499827195843869,0.35889272898124736,0.6100518412468395,5.08858168150021,0.066,5.889272898124737,36.33390934718711,1.0009553635509376,3.2088927289812474,0.6333218130562579,12.444636449062369,1
8.471920177827226,0.3340399110863868,0.42280798221727733,2.3,0.07163042133926717,12.0,19.0,0.9946657259372041,3.1484239466518322,0.7380798221727736,11.631521066963359,1
9.834472413869921,0.3196991163730688,0.4671545258668701,2.417236206934961,0.061056092671981685,5.228454741331299,12.771545258668702,0.9970425704311516,3.1185364223993894,0.728577262933435,10.774145689597558,1
7.3956006992680905,0.36010998251829773,0.3004765909126236,1.8007332167886516,0.07398900174817022,16.989001748170224,24.0,0.994190329947555,3.240769877628084,0.7006232342703538,11.399266783211349,1
6.620165470282573,0.5159669059434853,0.08554550432770772,2.3848758972880697,0.07010082735141288,13.100827351412867,25.949586324293566,0.9935953761710905,3.395966905943485,0.7194958632429357,12.472272478361461,1
7.849674313653063,0.2944772019557144,0.36098045881918384,3.1392183527673514,0.05174837156826532,3.650325686346937,8.349674313653063,0.995897257435129,3.3930065137269385,0.6469934862730613,11.209804588191838,1
10.520183019628341,0.3759633960743316,0.5400686323606282,2.2401372647212563,0.08380732078513367,6.199542450929145,20.0,0.9965405033039779,3.14,0.7339679715650401,11.1,1
8.300570606078228,0.36354750424080295,0.25005706060782285,2.161920115149048,0.06523840230298096,13.0,26.68022824243129,0.9946547606230415,3.304768046059619,0.8016273890917549,11.955817406054967,1
8.036099204489588,0.5676184932164554,0.17371769770604342,1.7927801591020824,0.0647112063640833,3.2165952269375273,15.927801591020824,0.9961306895273799,3.4113361909224986,0.9070042863837484,10.593857931672929,1
12.896934749779419,0.3581229130845386,0.495210925374987,5.8,0.0665210925374987,5.061305004411612,35.21456751544064,1.0014245220017648,3.1960151747132453,0.6621456751544065,11.938694995588389,1
6.6669023547246695,0.37423171114887865,0.2450353532087005,2.315365777022427,0.07441134065873549,11.0,24.742317111488788,0.9953660048979742,3.381347566723318,0.7142317111488786,10.615365777022427,1
9.849508173042734,0.28,0.3913540973543162,1.838786887021795,0.05770098365391453,17.462622956739317,32.92524591347863,0.9960920458918127,3.210140984376111,0.7764032800500428,10.923836069717522,1
8.055099755949218,0.3561046231070668,0.34730900216335225,2.2263454989183242,0.05720963503245029,6.0,10.131727494591619,0.9950728340617903,3.3152690997836647,0.6773654501081676,11.39759124188743,1
8.52739711628043,0.3113755569768746,0.41636985581402153,3.0002280465141222,0.06345889906981506,3.7271690697663082,10.0,0.9943321115325614,3.3136301441859786,0.6836301441859785,12.636301441859786,1
9.27135326059999,0.4168699456980016,0.47801054351600136,4.445623912719988,0.09580105435160013,3.0,10.0,0.9962536344562359,3.2545623912719988,0.627135326059999,12.174270652119997,1
9.119210664883079,0.3978815997324619,0.34,2.385098666889615,0.08506463997659042,12.552960006688451,45.85098666889615,0.9974911679969902,3.308078933511692,0.6765888002006536,10.380789335116921,1
11.738373997018785,0.4411341493292266,0.5572967496273482,1.4654065007453037,0.08738943016396682,22.34593499254696,41.345934992546965,0.9975748577451555,2.9854065007453037,0.732325200596243,10.107560995528178,1
5.1,0.5237786041075405,0.0,1.7371038762984603,0.044,15.48415505193841,86.74207752596921,0.9922429885236065,3.6045246515581524,0.8620818597732334,13.159727134089222,1
10.51729061076952,0.24561944850009365,0.4213585479890336,1.8197606980223076,0.07762987224946105,6.012350436263942,21.987649563736056,0.9976197606980224,3.2095059825494423,1.0474064083845722,10.81729061076952,1
10.072196544542468,0.2628076433988738,0.5379945404293759,1.9601637871187236,0.08340109191412483,42.481310296949786,74.2406551484749,0.994738221299137,2.9928349412519943,0.6352141948836227,11.75587988944627,1
8.553187401551021,0.2934062992244897,0.4239890551163265,2.233515748061224,0.075,11.734062992244898,19.265937007755102,0.9944969028345755,3.175901496046939,0.7166484251938775,11.813296850387756,1
9.977641961147489,0.44101455720013505,0.5352278031144111,1.6949272139993246,0.0734213245914276,23.421324591427606,42.84264918285521,0.9968792765868025,3.122235803885251,0.7516251805426931,10.710662295713803,1
10.45613845808104,0.29070307934327133,0.5401784670703345,2.2947538772706313,0.08063169251513755,5.56138458081041,23.12276916162082,0.9985649539222171,3.215089233535167,0.9084153742431229,11.031584625756878,1
7.619793871667891,0.25274742339584866,0.30373711697924316,2.282422701875459,0.059220104452112406,18.17577298124541,48.45051532083027,0.9964621855154989,3.4,0.7654948467916973,11.009896935833947,1
8.5,0.23133310585752972,0.5356665529287649,1.775666552928765,0.08177995223008123,39.86668941424703,95.69996587862946,0.996092129557235,3.3146000682427412,0.7548666894142471,11.132669623852115,1
6.6,0.8070900419012317,0.028734232380816606,2.262026971424498,0.059379730285755015,32.632883809591696,48.632883809591696,0.9950151979275992,3.498481950473882,0.5853153523836679,12.211396266657163,1
9.388666458378609,0.3209227949587615,0.37092279495876157,2.2446841611949337,0.07959578881593245,10.801403728022517,31.297894407966226,0.9962701507445464,3.321063167761013,0.8510631677610132,12.009929813598873,1
6.8952046488114185,0.5378279073126544,0.1465162780620366,2.0421720926873457,0.062,34.46967443875927,53.421720926873455,0.9952328920811321,3.3289139536563273,0.71361069804392,10.92524651700247,1
7.827682779723506,0.28678066433179383,0.41508549824884533,2.4231722027649485,0.09015861013824741,7.723172202764949,16.446344405529896,0.996561491835576,3.3272317220276495,0.7855365559447011,11.249145017511546,1
8.67388026287469,0.35146452300153536,0.40592350328593363,2.3184700657186723,0.0846557647867013,6.0,10.0,0.9957627982234435,3.203376940853195,0.6207649671406638,11.614645230015354,1
9.443818327191655,0.39773086838633676,0.4808763665438331,4.6350546617533235,0.07287636654383309,9.912363345616692,19.737090036850073,0.9970844138302171,3.3268545018425035,0.7663381033165066,12.226290996314992,1
11.684264875602267,0.42895959701050995,0.5505331094502833,1.4789337810994334,0.09036543184187533,22.210662189005667,41.21066218900567,0.9974869304228536,2.998933781099433,0.7431470248795466,10.0263973134034,1
8.324593316712697,0.2613110024930955,0.3937703341643652,2.150813366574607,0.04514736758080169,4.0,10.0,0.993746889975069,3.292622004986191,0.7062296658356347,12.613110024930956,1
10.436843977990748,0.29684041980832687,0.5710496352148033,2.5420921540647643,0.07736808396166538,5.3684397799074794,22.73687955981496,0.9990631204401851,3.2194716242101773,0.7989503647851968,11.126312044018503,1
7.420264373101663,0.5585829485178069,0.12810574924066515,2.319933906724584,0.06294236608097348,6.0,11.266886977584718,0.9934201982798262,3.3259801720173754,0.6493245208966113,12.619933906724583,1
7.407902620410918,0.2818410916614534,0.33736864629745483,2.23421615743637,0.05223665064716342,4.0,8.0,0.9947973943242073,3.3947372925949093,0.6281589083385466,11.236821833229067,1
8.83885509182657,0.3553602581231196,0.36568350070635824,2.313670014127165,0.053115150635722405,33.29494978809253,53.85252510595373,0.9952188147771948,3.2358989957618505,0.9474814922300595,12.314747489404628,1
7.5817422768653335,0.30638056900696414,0.28362585371981536,2.0272902438003078,0.06727611380139281,18.63677235534051,34.18193495866872,0.9951990903252066,3.297283821073528,0.8827161789264718,11.3,1
12.764063378225952,0.3017968310887024,0.7364063378225951,2.528126756451903,0.09086728849598444,8.460950673389274,28.179683108870243,0.9992742218237908,3.1425014051615228,0.7789841554435121,10.62031689112976,1
8.037543324923877,0.5663615692735979,0.17363843072640206,5.976245667507612,0.10502318035319715,5.475086649847755,11.475086649847755,0.9979676711486385,3.353371967255329,0.6733719672553286,10.575086649847755,1
6.64290735893754,0.5717045772720755,0.029725668025842533,2.005720981191672,0.06159953131658295,36.94279018808328,53.0,0.9937760421815075,3.347711607523331,0.7671512264895901,11.622883924766688,1
7.091413828374306,0.3971465429064235,0.27656553134972245,2.072390781083796,0.06344781562167592,14.638046094581021,27.63804609458102,0.9944973058129654,3.2607660819606132,0.7281902304729051,11.517172343251389,1
7.8,0.5421401242760906,0.08115826078477678,2.101930434641295,0.07751406210554304,8.85438509336958,17.85438509336958,0.9968757197514478,3.3556315528010874,0.6005791303923883,9.718422359945631,1
9.1,0.29,0.33,2.05,0.063,13.0,27.0,0.99516,3.26,0.84,11.7,1
10.12140039672413,0.3325830677679047,0.4246123504164448,1.5977848595225417,0.06451661355358095,3.0,7.7416932232095315,0.9949521756958912,3.14797071735146,0.6192247008328896,11.276384462798411,1
8.832650177709478,0.2484350217200475,0.4078225365291708,2.5010129590828214,0.06529250098727489,51.06124851908767,76.87074990127252,0.9964225802922334,3.4312249703817534,0.8674149980254502,11.12925009872749,1
14.353145285992536,0.6538286321498135,0.7154694744997334,4.6351410355055975,0.09242981066495469,6.4453052550026655,42.554694744997335,1.0027546947449975,3.0034366306003197,0.7022652627501333,10.665633693996801,1
9.045554793821093,0.4048518264607031,0.5051481735392969,2.551481735392969,0.05345554793821093,12.51481735392969,26.02963470785938,0.995097036529214,3.329703652921406,0.846629908932266,13.35148173539297,1
8.971846673879954,0.3320383315300117,0.37844599783601407,3.025226608960375,0.09347526500761077,12.0,24.359233369399767,0.995371452988098,3.2407770010819927,0.7502926717159671,11.89222998918007,1
12.722114744569522,0.3262819659426029,0.6263786958300332,3.6653769348342613,0.06955770510860956,5.592950851434927,31.442294891390436,0.9997990327011257,3.010255727540823,0.7548721362295884,10.69550812684316,1
11.49307599498643,0.2538361803863964,0.4834590450965991,1.8836476127414976,0.07416352387258501,10.0,21.0,0.9972598703450232,3.0503152652115597,0.6763523872585023,10.227047745170045,1
8.191081536651762,0.5187647236379542,0.22123527636204582,5.960891846334824,0.09857457546062605,5.782163073303521,11.782163073303522,0.9976882316032938,3.3426242924343765,0.6626242924343767,10.882163073303522,1
7.9091763032994145,0.33816473934011726,0.36122350710658846,1.9152938388323562,0.06460236019035874,4.9694123223352875,10.0,0.9941707297630713,3.271835260659883,0.544894028426354,11.24894028426354,1
